model,regYear,regMonth,carCommentVolum,newsReplyVolum
79de4e4b24c35b04,2017,7,148,4037
79de4e4b24c35b04,2017,8,253,1513
79de4e4b24c35b04,2017,9,224,960
79de4e4b24c35b04,2017,10,166,2150
79de4e4b24c35b04,2017,11,106,4080
79de4e4b24c35b04,2017,12,146,2297
7a7885e2d7c00bcf,2016,1,322,689
7a7885e2d7c00bcf,2016,2,275,335
7a7885e2d7c00bcf,2016,3,370,3425
7a7885e2d7c00bcf,2016,4,385,766
7a7885e2d7c00bcf,2016,5,412,1588
7a7885e2d7c00bcf,2016,6,446,692
7a7885e2d7c00bcf,2016,7,515,1326
7a7885e2d7c00bcf,2016,8,963,2836
7a7885e2d7c00bcf,2016,9,399,373
7a7885e2d7c00bcf,2016,10,286,119
7a7885e2d7c00bcf,2016,11,389,1877
7a7885e2d7c00bcf,2016,12,767,1644
7a7885e2d7c00bcf,2017,1,276,621
7a7885e2d7c00bcf,2017,2,552,894
7a7885e2d7c00bcf,2017,3,982,1518
7a7885e2d7c00bcf,2017,4,317,843
7a7885e2d7c00bcf,2017,5,704,2957
7a7885e2d7c00bcf,2017,6,333,1679
7a7885e2d7c00bcf,2017,7,411,2063
7a7885e2d7c00bcf,2017,8,1038,2372
7a7885e2d7c00bcf,2017,9,1205,2564
7a7885e2d7c00bcf,2017,10,670,3841
7a7885e2d7c00bcf,2017,11,530,3789
7a7885e2d7c00bcf,2017,12,560,65
7aab7fca2470987e,2016,1,6,2791
7aab7fca2470987e,2016,2,4,1884
7aab7fca2470987e,2016,3,5,343
7aab7fca2470987e,2016,4,9,172
7aab7fca2470987e,2016,5,13,149
7aab7fca2470987e,2016,6,12,45
7aab7fca2470987e,2016,7,17,1142
7aab7fca2470987e,2016,8,15,50
7aab7fca2470987e,2016,9,19,30
7aab7fca2470987e,2016,10,24,1959
7aab7fca2470987e,2016,11,10,1935
7aab7fca2470987e,2016,12,46,397
7aab7fca2470987e,2017,1,24,51
7aab7fca2470987e,2017,2,22,610
7aab7fca2470987e,2017,3,64,579
7aab7fca2470987e,2017,4,29,72
7aab7fca2470987e,2017,5,40,2246
7aab7fca2470987e,2017,6,31,208
7aab7fca2470987e,2017,7,53,64
7aab7fca2470987e,2017,8,63,77
7aab7fca2470987e,2017,9,59,1584
7aab7fca2470987e,2017,10,53,44
7aab7fca2470987e,2017,11,46,202
7aab7fca2470987e,2017,12,40,46
7cf283430b3b5e38,2016,1,270,3705
7cf283430b3b5e38,2016,2,249,2995
7cf283430b3b5e38,2016,3,410,3602
7cf283430b3b5e38,2016,4,819,1991
7cf283430b3b5e38,2016,5,960,3109
7cf283430b3b5e38,2016,6,680,2294
7cf283430b3b5e38,2016,7,1240,2638
7cf283430b3b5e38,2016,8,1199,2128
7cf283430b3b5e38,2016,9,614,2021
7cf283430b3b5e38,2016,10,698,1317
7cf283430b3b5e38,2016,11,715,1892
7cf283430b3b5e38,2016,12,408,2320
7cf283430b3b5e38,2017,1,389,1197
7cf283430b3b5e38,2017,2,590,3974
7cf283430b3b5e38,2017,3,1050,1939
7cf283430b3b5e38,2017,4,795,1497
7cf283430b3b5e38,2017,5,1056,2867
7cf283430b3b5e38,2017,6,1181,2898
7cf283430b3b5e38,2017,7,1173,5184
7cf283430b3b5e38,2017,8,2144,5791
7cf283430b3b5e38,2017,9,1643,2807
7cf283430b3b5e38,2017,10,1127,4467
7cf283430b3b5e38,2017,11,1161,3581
7cf283430b3b5e38,2017,12,946,2259
8c915fe4632fb9fa,2016,1,3,4429
8c915fe4632fb9fa,2016,2,7,898
8c915fe4632fb9fa,2016,3,10,304
8c915fe4632fb9fa,2016,4,21,1541
8c915fe4632fb9fa,2016,5,20,1071
8c915fe4632fb9fa,2016,6,29,85
8c915fe4632fb9fa,2016,7,60,2402
8c915fe4632fb9fa,2016,8,81,7448
8c915fe4632fb9fa,2016,9,193,7141
8c915fe4632fb9fa,2016,10,141,3479
8c915fe4632fb9fa,2016,11,143,2179
8c915fe4632fb9fa,2016,12,154,2116
8c915fe4632fb9fa,2017,1,113,2752
8c915fe4632fb9fa,2017,2,142,2770
8c915fe4632fb9fa,2017,3,151,1844
8c915fe4632fb9fa,2017,4,138,1719
8c915fe4632fb9fa,2017,5,146,1489
8c915fe4632fb9fa,2017,6,151,2041
8c915fe4632fb9fa,2017,7,266,1609
8c915fe4632fb9fa,2017,8,263,116
8c915fe4632fb9fa,2017,9,249,37
8c915fe4632fb9fa,2017,10,169,1257
8c915fe4632fb9fa,2017,11,126,125
8c915fe4632fb9fa,2017,12,98,1274
936168bd4850913d,2016,1,7,67
936168bd4850913d,2016,2,7,2272
936168bd4850913d,2016,3,19,1836
936168bd4850913d,2016,4,20,1665
936168bd4850913d,2016,5,44,4305
936168bd4850913d,2016,6,50,2324
936168bd4850913d,2016,7,37,3436
936168bd4850913d,2016,8,52,1613
936168bd4850913d,2016,9,61,1948
936168bd4850913d,2016,10,75,5568
936168bd4850913d,2016,11,96,1316
936168bd4850913d,2016,12,89,1970
936168bd4850913d,2017,1,73,811
936168bd4850913d,2017,2,103,1296
936168bd4850913d,2017,3,131,4089
936168bd4850913d,2017,4,120,7945
936168bd4850913d,2017,5,135,5357
936168bd4850913d,2017,6,131,4565
936168bd4850913d,2017,7,586,13548
936168bd4850913d,2017,8,1355,5520
936168bd4850913d,2017,9,1838,4167
936168bd4850913d,2017,10,1643,7162
936168bd4850913d,2017,11,895,3050
936168bd4850913d,2017,12,725,1363
97f15de12cfabbd5,2016,1,16,4095
97f15de12cfabbd5,2016,2,8,5169
97f15de12cfabbd5,2016,3,39,9449
97f15de12cfabbd5,2016,4,115,3007
97f15de12cfabbd5,2016,5,241,298
97f15de12cfabbd5,2016,6,180,171
97f15de12cfabbd5,2016,7,244,3917
97f15de12cfabbd5,2016,8,267,2930
97f15de12cfabbd5,2016,9,307,5200
97f15de12cfabbd5,2016,10,252,2179
97f15de12cfabbd5,2016,11,249,721
97f15de12cfabbd5,2016,12,286,3864
97f15de12cfabbd5,2017,1,238,711
97f15de12cfabbd5,2017,2,393,3405
97f15de12cfabbd5,2017,3,339,1493
97f15de12cfabbd5,2017,4,335,1324
97f15de12cfabbd5,2017,5,349,2357
97f15de12cfabbd5,2017,6,277,1134
97f15de12cfabbd5,2017,7,621,1601
97f15de12cfabbd5,2017,8,640,2697
97f15de12cfabbd5,2017,9,644,480
97f15de12cfabbd5,2017,10,575,1454
97f15de12cfabbd5,2017,11,302,483
97f15de12cfabbd5,2017,12,304,2425
9c1c7ee8ebdda299,2016,1,51,2613
9c1c7ee8ebdda299,2016,2,39,846
9c1c7ee8ebdda299,2016,3,58,718
9c1c7ee8ebdda299,2016,4,51,539
9c1c7ee8ebdda299,2016,5,54,588
9c1c7ee8ebdda299,2016,6,51,71
9c1c7ee8ebdda299,2016,7,53,58
9c1c7ee8ebdda299,2016,8,162,56
9c1c7ee8ebdda299,2016,9,47,51
9c1c7ee8ebdda299,2016,10,45,47
9c1c7ee8ebdda299,2016,11,33,36
9c1c7ee8ebdda299,2016,12,103,9
9c1c7ee8ebdda299,2017,1,41,29
9c1c7ee8ebdda299,2017,2,29,4140
9c1c7ee8ebdda299,2017,3,57,3510
9c1c7ee8ebdda299,2017,4,46,315
9c1c7ee8ebdda299,2017,5,21,25
9c1c7ee8ebdda299,2017,6,11,2056
9c1c7ee8ebdda299,2017,7,18,2071
9c1c7ee8ebdda299,2017,8,23,5435
9c1c7ee8ebdda299,2017,9,30,3508
9c1c7ee8ebdda299,2017,10,166,1896
9c1c7ee8ebdda299,2017,11,115,90
9c1c7ee8ebdda299,2017,12,87,14
a207df29ec9583f0,2016,1,134,2148
a207df29ec9583f0,2016,2,158,2013
a207df29ec9583f0,2016,3,227,330
a207df29ec9583f0,2016,4,199,656
a207df29ec9583f0,2016,5,175,2384
a207df29ec9583f0,2016,6,256,159
a207df29ec9583f0,2016,7,141,481
a207df29ec9583f0,2016,8,105,3805
a207df29ec9583f0,2016,9,93,1471
a207df29ec9583f0,2016,10,81,2749
a207df29ec9583f0,2016,11,87,1239
a207df29ec9583f0,2016,12,221,920
a207df29ec9583f0,2017,1,162,184
a207df29ec9583f0,2017,2,267,895
a207df29ec9583f0,2017,3,210,787
a207df29ec9583f0,2017,4,100,147
a207df29ec9583f0,2017,5,117,139
a207df29ec9583f0,2017,6,97,1197
a207df29ec9583f0,2017,7,106,648
a207df29ec9583f0,2017,8,216,598
a207df29ec9583f0,2017,9,258,108
a207df29ec9583f0,2017,10,256,717
a207df29ec9583f0,2017,11,120,4145
a207df29ec9583f0,2017,12,177,877
a28bb927b6fcb33c,2016,1,219,117
a28bb927b6fcb33c,2016,2,223,2640
a28bb927b6fcb33c,2016,3,254,227
a28bb927b6fcb33c,2016,4,256,331
a28bb927b6fcb33c,2016,5,246,110
a28bb927b6fcb33c,2016,6,295,396
a28bb927b6fcb33c,2016,7,349,2144
a28bb927b6fcb33c,2016,8,197,344
a28bb927b6fcb33c,2016,9,244,57
a28bb927b6fcb33c,2016,10,171,1105
a28bb927b6fcb33c,2016,11,251,1640
a28bb927b6fcb33c,2016,12,274,298
a28bb927b6fcb33c,2017,1,121,831
a28bb927b6fcb33c,2017,2,256,5702
a28bb927b6fcb33c,2017,3,362,4887
a28bb927b6fcb33c,2017,4,299,4267
a28bb927b6fcb33c,2017,5,392,1673
a28bb927b6fcb33c,2017,6,443,150
a28bb927b6fcb33c,2017,7,601,36
a28bb927b6fcb33c,2017,8,807,2240
a28bb927b6fcb33c,2017,9,989,116
a28bb927b6fcb33c,2017,10,663,83
a28bb927b6fcb33c,2017,11,479,2280
a28bb927b6fcb33c,2017,12,441,265
a432c483b5beb856,2016,1,184,104
a432c483b5beb856,2016,2,103,1380
a432c483b5beb856,2016,3,195,146
a432c483b5beb856,2016,4,141,681
a432c483b5beb856,2016,5,138,41
a432c483b5beb856,2016,6,114,199
a432c483b5beb856,2016,7,134,31
a432c483b5beb856,2016,8,137,24
a432c483b5beb856,2016,9,138,575
a432c483b5beb856,2016,10,139,1478
a432c483b5beb856,2016,11,113,353
a432c483b5beb856,2016,12,156,219
a432c483b5beb856,2017,1,111,53
a432c483b5beb856,2017,2,104,4142
a432c483b5beb856,2017,3,81,3860
a432c483b5beb856,2017,4,105,322
a432c483b5beb856,2017,5,112,41
a432c483b5beb856,2017,6,117,643
a432c483b5beb856,2017,7,76,234
a432c483b5beb856,2017,8,187,256
a432c483b5beb856,2017,9,136,141
a432c483b5beb856,2017,10,138,36
a432c483b5beb856,2017,11,68,786
a432c483b5beb856,2017,12,127,205
a9a43d1a7ecbe75d,2016,1,108,1923
a9a43d1a7ecbe75d,2016,2,126,1169
a9a43d1a7ecbe75d,2016,3,117,455
a9a43d1a7ecbe75d,2016,4,111,145
a9a43d1a7ecbe75d,2016,5,163,99
a9a43d1a7ecbe75d,2016,6,224,523
a9a43d1a7ecbe75d,2016,7,329,1849
a9a43d1a7ecbe75d,2016,8,153,345
a9a43d1a7ecbe75d,2016,9,124,306
a9a43d1a7ecbe75d,2016,10,114,954
a9a43d1a7ecbe75d,2016,11,80,201
a9a43d1a7ecbe75d,2016,12,82,954
a9a43d1a7ecbe75d,2017,1,245,4059
a9a43d1a7ecbe75d,2017,2,246,1057
a9a43d1a7ecbe75d,2017,3,325,519
a9a43d1a7ecbe75d,2017,4,161,1414
a9a43d1a7ecbe75d,2017,5,113,2551
a9a43d1a7ecbe75d,2017,6,228,1414
a9a43d1a7ecbe75d,2017,7,139,1158
a9a43d1a7ecbe75d,2017,8,252,2826
a9a43d1a7ecbe75d,2017,9,349,8771
a9a43d1a7ecbe75d,2017,10,922,2619
a9a43d1a7ecbe75d,2017,11,439,2695
a9a43d1a7ecbe75d,2017,12,339,377
af6f4f548684e14d,2016,1,152,3963
af6f4f548684e14d,2016,2,147,1120
af6f4f548684e14d,2016,3,225,2553
af6f4f548684e14d,2016,4,219,3424
af6f4f548684e14d,2016,5,169,2964
af6f4f548684e14d,2016,6,321,1411
af6f4f548684e14d,2016,7,128,5542
af6f4f548684e14d,2016,8,342,3122
af6f4f548684e14d,2016,9,395,4146
af6f4f548684e14d,2016,10,453,2752
af6f4f548684e14d,2016,11,289,5804
af6f4f548684e14d,2016,12,233,4842
af6f4f548684e14d,2017,1,230,5142
af6f4f548684e14d,2017,2,245,6204
af6f4f548684e14d,2017,3,486,3603
af6f4f548684e14d,2017,4,419,1533
af6f4f548684e14d,2017,5,371,1906
af6f4f548684e14d,2017,6,207,8820
af6f4f548684e14d,2017,7,328,12935
af6f4f548684e14d,2017,8,435,2334
af6f4f548684e14d,2017,9,491,4308
af6f4f548684e14d,2017,10,432,4623
af6f4f548684e14d,2017,11,461,10056
af6f4f548684e14d,2017,12,453,2087
b25c4e2e3856af22,2016,1,70,1177
b25c4e2e3856af22,2016,2,83,1591
b25c4e2e3856af22,2016,3,137,3885
b25c4e2e3856af22,2016,4,130,1984
b25c4e2e3856af22,2016,5,170,2388
b25c4e2e3856af22,2016,6,112,1826
b25c4e2e3856af22,2016,7,115,6593
b25c4e2e3856af22,2016,8,145,6371
b25c4e2e3856af22,2016,9,153,4558
b25c4e2e3856af22,2016,10,135,4170
b25c4e2e3856af22,2016,11,308,5219
b25c4e2e3856af22,2016,12,214,14416
b25c4e2e3856af22,2017,1,325,12246
b25c4e2e3856af22,2017,2,868,7564
b25c4e2e3856af22,2017,3,1085,9965
b25c4e2e3856af22,2017,4,1374,3909
b25c4e2e3856af22,2017,5,1122,1641
b25c4e2e3856af22,2017,6,893,9991
b25c4e2e3856af22,2017,7,773,10849
b25c4e2e3856af22,2017,8,1159,6051
b25c4e2e3856af22,2017,9,839,736
b25c4e2e3856af22,2017,10,909,4008
b25c4e2e3856af22,2017,11,761,3168
b25c4e2e3856af22,2017,12,459,3624
b4be3a4917289c82,2016,1,10,10
b4be3a4917289c82,2016,2,6,15
b4be3a4917289c82,2016,3,11,15
b4be3a4917289c82,2016,4,18,1007
b4be3a4917289c82,2016,5,29,96
b4be3a4917289c82,2016,6,43,28
b4be3a4917289c82,2016,7,27,393
b4be3a4917289c82,2016,8,42,1204
b4be3a4917289c82,2016,9,72,861
b4be3a4917289c82,2016,10,40,2167
b4be3a4917289c82,2016,11,66,4104
b4be3a4917289c82,2016,12,76,125
b4be3a4917289c82,2017,1,55,1639
b4be3a4917289c82,2017,2,115,1562
b4be3a4917289c82,2017,3,132,1808
b4be3a4917289c82,2017,4,157,4281
b4be3a4917289c82,2017,5,251,1681
b4be3a4917289c82,2017,6,226,700
b4be3a4917289c82,2017,7,255,192
b4be3a4917289c82,2017,8,428,101
b4be3a4917289c82,2017,9,363,4095
b4be3a4917289c82,2017,10,354,921
b4be3a4917289c82,2017,11,221,103
b4be3a4917289c82,2017,12,201,34
bb9fbec9a2833839,2016,1,4,920
bb9fbec9a2833839,2016,2,6,111
bb9fbec9a2833839,2016,3,14,138
bb9fbec9a2833839,2016,4,7,5288
bb9fbec9a2833839,2016,5,12,424
bb9fbec9a2833839,2016,6,28,1904
bb9fbec9a2833839,2016,7,21,445
bb9fbec9a2833839,2016,8,21,2392
bb9fbec9a2833839,2016,9,15,876
bb9fbec9a2833839,2016,10,22,1780
bb9fbec9a2833839,2016,11,18,3391
bb9fbec9a2833839,2016,12,16,111
bb9fbec9a2833839,2017,1,39,978
bb9fbec9a2833839,2017,2,49,84
bb9fbec9a2833839,2017,3,28,68
bb9fbec9a2833839,2017,4,40,1552
bb9fbec9a2833839,2017,5,35,60
bb9fbec9a2833839,2017,6,37,35
bb9fbec9a2833839,2017,7,63,98
bb9fbec9a2833839,2017,8,95,172
bb9fbec9a2833839,2017,9,99,28
bb9fbec9a2833839,2017,10,102,22
bb9fbec9a2833839,2017,11,54,559
bb9fbec9a2833839,2017,12,46,612
c06a2a387c0ee510,2016,1,2,1508
c06a2a387c0ee510,2016,2,9,884
c06a2a387c0ee510,2016,3,2,301
c06a2a387c0ee510,2016,4,2,161
c06a2a387c0ee510,2016,5,10,4181
c06a2a387c0ee510,2016,6,9,1395
c06a2a387c0ee510,2016,7,6,2828
c06a2a387c0ee510,2016,8,11,3153
c06a2a387c0ee510,2016,9,23,2301
c06a2a387c0ee510,2016,10,16,9045
c06a2a387c0ee510,2016,11,17,5952
c06a2a387c0ee510,2016,12,16,4493
c06a2a387c0ee510,2017,1,15,2898
c06a2a387c0ee510,2017,2,21,4580
c06a2a387c0ee510,2017,3,29,2581
c06a2a387c0ee510,2017,4,35,1962
c06a2a387c0ee510,2017,5,46,2434
c06a2a387c0ee510,2017,6,46,2617
c06a2a387c0ee510,2017,7,32,4378
c06a2a387c0ee510,2017,8,45,1806
c06a2a387c0ee510,2017,9,50,2025
c06a2a387c0ee510,2017,10,50,3702
c06a2a387c0ee510,2017,11,50,1077
c06a2a387c0ee510,2017,12,36,1105
c6833cb891626c17,2016,1,95,719
c6833cb891626c17,2016,2,92,1704
c6833cb891626c17,2016,3,133,1603
c6833cb891626c17,2016,4,122,1708
c6833cb891626c17,2016,5,135,131
c6833cb891626c17,2016,6,142,1695
c6833cb891626c17,2016,7,170,2504
c6833cb891626c17,2016,8,300,57
c6833cb891626c17,2016,9,169,1575
c6833cb891626c17,2016,10,358,2104
c6833cb891626c17,2016,11,225,57
c6833cb891626c17,2016,12,206,1446
c6833cb891626c17,2017,1,60,1600
c6833cb891626c17,2017,2,90,997
c6833cb891626c17,2017,3,97,2690
c6833cb891626c17,2017,4,74,88
c6833cb891626c17,2017,5,60,45
c6833cb891626c17,2017,6,185,45
c6833cb891626c17,2017,7,223,25
c6833cb891626c17,2017,8,328,98
c6833cb891626c17,2017,9,280,599
c6833cb891626c17,2017,10,240,1895
c6833cb891626c17,2017,11,177,754
c6833cb891626c17,2017,12,118,156
c6cd4e0e073f5ac2,2016,1,25,3681
c6cd4e0e073f5ac2,2016,2,22,142
c6cd4e0e073f5ac2,2016,3,44,1532
c6cd4e0e073f5ac2,2016,4,35,433
c6cd4e0e073f5ac2,2016,5,56,2306
c6cd4e0e073f5ac2,2016,6,84,3149
c6cd4e0e073f5ac2,2016,7,94,12828
c6cd4e0e073f5ac2,2016,8,193,4948
c6cd4e0e073f5ac2,2016,9,135,1628
c6cd4e0e073f5ac2,2016,10,135,1789
c6cd4e0e073f5ac2,2016,11,139,4309
c6cd4e0e073f5ac2,2016,12,159,1497
c6cd4e0e073f5ac2,2017,1,118,2278
c6cd4e0e073f5ac2,2017,2,174,746
c6cd4e0e073f5ac2,2017,3,180,711
c6cd4e0e073f5ac2,2017,4,191,70
c6cd4e0e073f5ac2,2017,5,183,706
c6cd4e0e073f5ac2,2017,6,227,519
c6cd4e0e073f5ac2,2017,7,248,53
c6cd4e0e073f5ac2,2017,8,389,31
c6cd4e0e073f5ac2,2017,9,491,2058
c6cd4e0e073f5ac2,2017,10,410,899
c6cd4e0e073f5ac2,2017,11,363,1946
c6cd4e0e073f5ac2,2017,12,315,953
cc21c7e91a3b5a0c,2016,1,92,329
cc21c7e91a3b5a0c,2016,2,127,2756
cc21c7e91a3b5a0c,2016,3,194,431
cc21c7e91a3b5a0c,2016,4,177,137
cc21c7e91a3b5a0c,2016,5,184,2513
cc21c7e91a3b5a0c,2016,6,460,1385
cc21c7e91a3b5a0c,2016,7,429,3102
cc21c7e91a3b5a0c,2016,8,197,1483
cc21c7e91a3b5a0c,2016,9,498,1272
cc21c7e91a3b5a0c,2016,10,164,3157
cc21c7e91a3b5a0c,2016,11,143,1251
cc21c7e91a3b5a0c,2016,12,294,528
cc21c7e91a3b5a0c,2017,1,114,677
cc21c7e91a3b5a0c,2017,2,268,5981
cc21c7e91a3b5a0c,2017,3,503,4726
cc21c7e91a3b5a0c,2017,4,175,1086
cc21c7e91a3b5a0c,2017,5,224,3152
cc21c7e91a3b5a0c,2017,6,203,1655
cc21c7e91a3b5a0c,2017,7,315,1856
cc21c7e91a3b5a0c,2017,8,788,1741
cc21c7e91a3b5a0c,2017,9,497,794
cc21c7e91a3b5a0c,2017,10,344,90
cc21c7e91a3b5a0c,2017,11,155,62
cc21c7e91a3b5a0c,2017,12,157,960
cd5841d44fd7625e,2016,1,11,852
cd5841d44fd7625e,2016,2,10,2211
cd5841d44fd7625e,2016,3,11,3404
cd5841d44fd7625e,2016,4,26,9923
cd5841d44fd7625e,2016,5,38,2524
cd5841d44fd7625e,2016,6,49,9540
cd5841d44fd7625e,2016,7,69,12223
cd5841d44fd7625e,2016,8,306,7255
cd5841d44fd7625e,2016,9,352,428
cd5841d44fd7625e,2016,10,307,3873
cd5841d44fd7625e,2016,11,293,957
cd5841d44fd7625e,2016,12,335,1023
cd5841d44fd7625e,2017,1,368,2480
cd5841d44fd7625e,2017,2,459,2694
cd5841d44fd7625e,2017,3,518,958
cd5841d44fd7625e,2017,4,446,2138
cd5841d44fd7625e,2017,5,422,5125
cd5841d44fd7625e,2017,6,442,2162
cd5841d44fd7625e,2017,7,434,2920
cd5841d44fd7625e,2017,8,660,2885
cd5841d44fd7625e,2017,9,599,4251
cd5841d44fd7625e,2017,10,632,1528
cd5841d44fd7625e,2017,11,513,878
cd5841d44fd7625e,2017,12,349,2317
d0f245b8781e3631,2016,1,110,1005
d0f245b8781e3631,2016,2,85,658
d0f245b8781e3631,2016,3,143,1653
d0f245b8781e3631,2016,4,140,534
d0f245b8781e3631,2016,5,124,107
d0f245b8781e3631,2016,6,112,172
d0f245b8781e3631,2016,7,263,4764
d0f245b8781e3631,2016,8,339,3060
d0f245b8781e3631,2016,9,313,982
d0f245b8781e3631,2016,10,212,3136
d0f245b8781e3631,2016,11,311,1383
d0f245b8781e3631,2016,12,230,2939
d0f245b8781e3631,2017,1,131,304
d0f245b8781e3631,2017,2,150,175
d0f245b8781e3631,2017,3,158,1445
d0f245b8781e3631,2017,4,144,3550
d0f245b8781e3631,2017,5,135,2625
d0f245b8781e3631,2017,6,235,485
d0f245b8781e3631,2017,7,169,623
d0f245b8781e3631,2017,8,295,6613
d0f245b8781e3631,2017,9,226,1315
d0f245b8781e3631,2017,10,233,3356
d0f245b8781e3631,2017,11,175,8610
d0f245b8781e3631,2017,12,179,1309
d4efbebb087fd03f,2016,1,17,2313
d4efbebb087fd03f,2016,2,14,1662
d4efbebb087fd03f,2016,3,17,1380
d4efbebb087fd03f,2016,4,24,2725
d4efbebb087fd03f,2016,5,52,3392
d4efbebb087fd03f,2016,6,61,1344
d4efbebb087fd03f,2016,7,59,1190
d4efbebb087fd03f,2016,8,77,86
d4efbebb087fd03f,2016,9,103,3466
d4efbebb087fd03f,2016,10,168,6349
d4efbebb087fd03f,2016,11,513,2602
d4efbebb087fd03f,2016,12,471,3405
d4efbebb087fd03f,2017,1,220,2523
d4efbebb087fd03f,2017,2,259,4868
d4efbebb087fd03f,2017,3,236,2646
d4efbebb087fd03f,2017,4,248,711
d4efbebb087fd03f,2017,5,254,1744
d4efbebb087fd03f,2017,6,214,2114
d4efbebb087fd03f,2017,7,198,2011
d4efbebb087fd03f,2017,8,415,1409
d4efbebb087fd03f,2017,9,408,1610
d4efbebb087fd03f,2017,10,297,3631
d4efbebb087fd03f,2017,11,257,1094
d4efbebb087fd03f,2017,12,281,1128
da457d15788fe8ee,2016,1,7,2800
da457d15788fe8ee,2016,2,5,889
da457d15788fe8ee,2016,3,9,1217
da457d15788fe8ee,2016,4,16,179
da457d15788fe8ee,2016,5,22,192
da457d15788fe8ee,2016,6,40,732
da457d15788fe8ee,2016,7,52,464
da457d15788fe8ee,2016,8,51,2143
da457d15788fe8ee,2016,9,56,1769
da457d15788fe8ee,2016,10,189,2856
da457d15788fe8ee,2016,11,54,2252
da457d15788fe8ee,2016,12,109,212
da457d15788fe8ee,2017,1,87,1554
da457d15788fe8ee,2017,2,130,1037
da457d15788fe8ee,2017,3,146,1209
da457d15788fe8ee,2017,4,131,571
da457d15788fe8ee,2017,5,145,189
da457d15788fe8ee,2017,6,159,1642
da457d15788fe8ee,2017,7,125,1981
da457d15788fe8ee,2017,8,199,574
da457d15788fe8ee,2017,9,184,771
da457d15788fe8ee,2017,10,243,73
da457d15788fe8ee,2017,11,154,541
da457d15788fe8ee,2017,12,150,1197
dff803b4024d261d,2016,1,64,889
dff803b4024d261d,2016,2,74,106
dff803b4024d261d,2016,3,114,325
dff803b4024d261d,2016,4,98,1455
dff803b4024d261d,2016,5,96,1630
dff803b4024d261d,2016,6,149,224
dff803b4024d261d,2016,7,99,8098
dff803b4024d261d,2016,8,412,1425
dff803b4024d261d,2016,9,334,545
dff803b4024d261d,2016,10,289,62
dff803b4024d261d,2016,11,218,521
dff803b4024d261d,2016,12,315,632
dff803b4024d261d,2017,1,263,65
dff803b4024d261d,2017,2,225,2113
dff803b4024d261d,2017,3,368,920
dff803b4024d261d,2017,4,173,69
dff803b4024d261d,2017,5,330,484
dff803b4024d261d,2017,6,311,1840
dff803b4024d261d,2017,7,282,1220
dff803b4024d261d,2017,8,879,265
dff803b4024d261d,2017,9,692,664
dff803b4024d261d,2017,10,410,93
dff803b4024d261d,2017,11,332,705
dff803b4024d261d,2017,12,342,187
ea489c253676aafc,2016,1,61,1111
ea489c253676aafc,2016,2,75,62
ea489c253676aafc,2016,3,109,1953
ea489c253676aafc,2016,4,88,2350
ea489c253676aafc,2016,5,115,3469
ea489c253676aafc,2016,6,528,2435
ea489c253676aafc,2016,7,103,3167
ea489c253676aafc,2016,8,111,4009
ea489c253676aafc,2016,9,343,3853
ea489c253676aafc,2016,10,358,553
ea489c253676aafc,2016,11,192,967
ea489c253676aafc,2016,12,207,1450
ea489c253676aafc,2017,1,149,2152
ea489c253676aafc,2017,2,169,1840
ea489c253676aafc,2017,3,169,1119
ea489c253676aafc,2017,4,189,2058
ea489c253676aafc,2017,5,157,1409
ea489c253676aafc,2017,6,137,1247
ea489c253676aafc,2017,7,130,1107
ea489c253676aafc,2017,8,215,1139
ea489c253676aafc,2017,9,157,1919
ea489c253676aafc,2017,10,124,1785
ea489c253676aafc,2017,11,133,964
ea489c253676aafc,2017,12,121,1027
ef76a85c4b39f693,2016,1,1,1810
ef76a85c4b39f693,2016,2,1,2385
ef76a85c4b39f693,2016,3,4,1221
ef76a85c4b39f693,2016,4,1,12898
ef76a85c4b39f693,2016,5,2,4378
ef76a85c4b39f693,2016,6,1,354
ef76a85c4b39f693,2016,7,1,3777
ef76a85c4b39f693,2016,8,4,18988
ef76a85c4b39f693,2016,9,5,14406
ef76a85c4b39f693,2016,10,5,2921
ef76a85c4b39f693,2016,11,3,1514
ef76a85c4b39f693,2016,12,10,4045
ef76a85c4b39f693,2017,1,1,1289
ef76a85c4b39f693,2017,2,2,1917
ef76a85c4b39f693,2017,3,0,6861
ef76a85c4b39f693,2017,4,7,1419
ef76a85c4b39f693,2017,5,1,5159
ef76a85c4b39f693,2017,6,6,401
ef76a85c4b39f693,2017,7,1,230
ef76a85c4b39f693,2017,8,2,1154
ef76a85c4b39f693,2017,9,1,1255
ef76a85c4b39f693,2017,10,3,917
ef76a85c4b39f693,2017,11,2,514
ef76a85c4b39f693,2017,12,5,1226
f270f6a489c6a9d7,2016,1,17,4025
f270f6a489c6a9d7,2016,2,7,542
f270f6a489c6a9d7,2016,3,14,1473
f270f6a489c6a9d7,2016,4,10,1672
f270f6a489c6a9d7,2016,5,14,2413
f270f6a489c6a9d7,2016,6,13,1327
f270f6a489c6a9d7,2016,7,13,2147
f270f6a489c6a9d7,2016,8,9,1447
f270f6a489c6a9d7,2016,9,10,1627
f270f6a489c6a9d7,2016,10,16,1738
f270f6a489c6a9d7,2016,11,19,905
f270f6a489c6a9d7,2016,12,33,1476
f270f6a489c6a9d7,2017,1,26,1988
f270f6a489c6a9d7,2017,2,25,870
f270f6a489c6a9d7,2017,3,41,1108
f270f6a489c6a9d7,2017,4,25,1421
